0,icao_code,1,name_eng,2,city_eng,3,country_rus
ZYAS,ZYAS,Anshan,Anshan,Anshan,Anshan,Китай,Китай
KAOH,KAOH,Allen County,Allen County,Lima,Lima,США,США
LIPY,LIPY,Falconara,Falconara,Ancona,Ancona,Италия,Италия
RJSA,RJSA,Aomori,Aomori,Aomori,Aomori,Япония,Япония
LGKP,LGKP,Karpathos,Karpathos,Karpathos,Karpathos,Греция,Греция
SARL,SARL,Paso De Los Libres,Paso De Los Libres,Paso De Los Libres,Paso De Los Libres,Аргентина,Аргентина
,,Arona,Arona,Arona,Arona,Соломоновы острова,Соломоновы острова
KAOO,KAOO,Martinsburg,Martinsburg,Martinsburg,Martinsburg,США,США
WMKA,WMKA,Alor Setar,Alor Setar,Alor Setar,Alor Setar,Малайзия,Малайзия
HTDA,HTDA,Amook,Amook,Amook,Amook,США,США
LIMW,LIMW,Corrado Gex,Corrado Gex,Aosta,Aosta,Италия,Италия
VLAP,VLAP,Attopeu,Attopeu,Attopeu,Attopeu,Лаос,Лаос
KAPA,KAPA,Arapahoe Co,Arapahoe Co,Denver,Denver,США,США
SLAP,SLAP,Apolo,Apolo,Apolo,Apolo,Боливия,Боливия
KAPC,KAPC,Napa County,Napa County,Napa,Napa,США,США
SPAO,SPAO,San Juan Aposento,San Juan Aposento,San Juan Aposento,San Juan Aposento,Перу,Перу
KAPF,KAPF,Naples,Naples,Naples,Naples,США,США
KAPG,KAPG,Phillips AAF,Phillips AAF,Aberdeen,Aberdeen,США,США
KAPH,KAPH,Camp A P Hill,Camp A P Hill,Bowling Green,Bowling Green,США,США
SKAP,SKAP,Apiay,Apiay,Apiay,Apiay,Колумбия,Колумбия
NTGD,NTGD,Apataki,Apataki,Apataki,Apataki,Франция,Франция
FQNP,FQNP,Nampula,Nampula,Nampula,Nampula,Мозамбик,Мозамбик
KAPN,KAPN,Alpena County Regional,Alpena County Regional,Alpena,Alpena,США,США
SKLC,SKLC,Apartado,Apartado,Apartado,Apartado,Колумбия,Колумбия
,,Asapa,Asapa,Asapa,Asapa,Папуа - Новая Гвинея,Папуа - Новая Гвинея
SNAL,SNAL,Arapiraca,Arapiraca,Arapiraca,Arapiraca,Бразилия,Бразилия
,,April River,April River,April River,April River,Папуа - Новая Гвинея,Папуа - Новая Гвинея
SWNS,SWNS,Anapolis,Anapolis,Anapolis,Anapolis,Бразилия,Бразилия
KAPT,KAPT,Marion County,Marion County,Jasper,Jasper,США,США
SSAP,SSAP,Apucarana,Apucarana,Apucarana,Apucarana,Бразилия,Бразилия
KAPV,KAPV,Apple Valley,Apple Valley,Apple Valley,Apple Valley,США,США
NSFA,NSFA,Faleolo,Faleolo,Apia,Apia,Самоа,Самоа
SSOG,SSOG,Arapongas,Arapongas,Arapongas,Arapongas,Бразилия,Бразилия
SNAI,SNAI,Alto Parnaiba,Alto Parnaiba,Alto Parnaiba,Alto Parnaiba,Бразилия,Бразилия
SAHZ,SAHZ,Zapala,Zapala,Zapala,Zapala,Аргентина,Аргентина
SBAQ,SBAQ,Araraquara,Araraquara,Araraquara,Araraquara,Бразилия,Бразилия
MGQC,MGQC,Quiche Airport,Quiche Airport,Quiche,Quiche,Гватемала,Гватемала
ZSAQ,ZSAQ,Anqing,Anqing,Anqing,Anqing,Китай,Китай
OEPA,OEPA,Qaisumah,Qaisumah,Qaisumah,Qaisumah,Саудовская Аравия,Саудовская Аравия
OJAQ,OJAQ,King Hussein Intl,King Hussein Intl,Aqaba,Aqaba,Иордания,Иордания
SWNI,SWNI,Ariquemes,Ariquemes,Ariquemes,Ariquemes,Бразилия,Бразилия
SPQU,SPQU,Rodriguez Ballon,Rodriguez Ballon,Arequipa,Arequipa,Перу,Перу
,,Saqani,Saqani,Saqani,Saqani,Фиджи,Фиджи
KAQY,KAQY,Alyeska,Alyeska,Alyeska,Alyeska,США,США
KARA,KARA,Acadiana Regional,Acadiana Regional,New Iberia,New Iberia,США,США
KARB,KARB,Municipal,Municipal,Ann Arbor, MI,Ann Arbor, MI,США,США
PARC,PARC,Arctic Village,Arctic Village,Arctic Village,Arctic Village,США,США
WATM,WATM,Alor Island,Alor Island,Alor Island,Alor Island,Индонезия,Индонезия
TJAB,TJAB,Arecibo,Arecibo,Arecibo,Arecibo,Пуэрто Рико,Пуэрто Рико
,,Acaricuara,Acaricuara,Acaricuara,Acaricuara,Колумбия,Колумбия
KARG,KARG,Walnut Ridge,Walnut Ridge,Walnut Ridge,Walnut Ridge,США,США
ULAA,ULAA,Talagi,Talagi,Arkhangelsk,Arkhangelsk,Россия,Россия
SCAR,SCAR,Chacalluta,Chacalluta,Arica,Arica,Чили,Чили
WAJA,WAJA,Arso,Arso,Arso,Arso,Индонезия,Индонезия
HTAR,HTAR,Arusha,Arusha,Arusha,Arusha,Танзания,Танзания
DFER,DFER,Arly,Arly,Arly,Arly,Буркина-Фасо,Буркина-Фасо
YARM,YARM,Armidale,Armidale,Armidale,Armidale,Австралия,Австралия
ESSA,ESSA,Arlanda,Arlanda,Stockholm,Stockholm,Швеция,Швеция
,,Arboletas,Arboletas,Arboletas,Arboletas,Колумбия,Колумбия
,,Aragip,Aragip,Aragip,Aragip,Папуа - Новая Гвинея,Папуа - Новая Гвинея
,,Arauquita,Arauquita,Arauquita,Arauquita,Колумбия,Колумбия
SAVR,SAVR,Alto Rio Senguerr,Alto Rio Senguerr,Alto Rio Senguerr,Alto Rio Senguerr,Аргентина,Аргентина
SWEC,SWEC,Aragarcas,Aragarcas,Aragarcas,Aragarcas,Бразилия,Бразилия
KART,KART,Watertown,Watertown,Watertown,Watertown,США,США
SBAU,SBAU,Aracatuba,Aracatuba,Aracatuba,Aracatuba,Бразилия,Бразилия
KARV,KARV,Noble F. Lee,Noble F. Lee,Minocqua,Minocqua,США,США
LRAR,LRAR,Arad,Arad,Arad,Arad,Румыния,Румыния
OIHR,OIHR,Asbury Park,Asbury Park,Neptune, NJ,Neptune, NJ,США,США
YARA,YARA,Ararat,Ararat,Ararat,Ararat,Австралия,Австралия
HHSB,HHSB,Assab International,Assab International,Assab,Assab,Эритрея,Эритрея
UTAA,UTAA,Ashgabat,Ashgabat,Ashgabat,Ashgabat,Туркменистан,Туркменистан
SLAS,SLAS,Ascension,Ascension,Ascension,Ascension,Боливия,Боливия
MYAF,MYAF,Andros Town,Andros Town,Andros Town,Andros Town,Багамские острова,Багамские острова
KASE,KASE,Aspen,Aspen,Aspen,Aspen,США,США
URWA,URWA,Astrakhan,Astrakhan,Astrakhan,Astrakhan,Россия,Россия
NZAS,NZAS,Ashburton,Ashburton,Ashburton,Ashburton,Новая Зеландия,Новая Зеландия
KASH,KASH,Boire Field,Boire Field,Nashua, NH,Nashua, NH,США,США
FHAW,FHAW,Wideawake Field,Wideawake Field,Georgetown, Ascension Island,Georgetown, Ascension Island,Остров святой Елены,Остров святой Елены
RJKA,RJKA,Amami O Shima,Amami O Shima,Amami O Shima,Amami O Shima,Япония,Япония
DIYO,DIYO,Yamoussoukro,Yamoussoukro,Yamoussoukro,Yamoussoukro,Кот-д-Ивуар,Кот-д-Ивуар
KASL,KASL,Harrison County,Harrison County,Marshall,Marshall,США,США
HHAS,HHAS,Yohannes IV,Yohannes IV,Asmara,Asmara,Эритрея,Эритрея
KASN,KASN,Talladega,Talladega,Talladega,Talladega,США,США
HASO,HASO,Asosa,Asosa,Asosa,Asosa,Эфиопия,Эфиопия
YBAS,YBAS,Alice Springs,Alice Springs,Alice Springs,Alice Springs,Австралия,Австралия
KTMT,KTMT,Austin,Austin,Austin,Austin,США,США
LTAU,LTAU,Erkilet International Airport,Erkilet International Airport,Kayseri,Kayseri,Турция,Турция
KAST,KAST,Astoria,Astoria,Astoria,Astoria,США,США
SGAS,SGAS,Silvio Pettirossi,Silvio Pettirossi,Asuncion,Asuncion,Парагвай,Парагвай
HKAM,HKAM,Amboseli,Amboseli,Amboseli,Amboseli,Кения,Кения
HESN,HESN,Aswan,Aswan,Aswan,Aswan,Египет,Египет
KASX,KASX,Ashland,Ashland,Ashland,Ashland,США,США
KASY,KASY,Ashley,Ashley,Ashley,Ashley,США,США
,,Asirim,Asirim,Asirim,Asirim,Папуа - Новая Гвинея,Папуа - Новая Гвинея
SPHZ,SPHZ,Anta,Anta,Anta,Anta,Перу,Перу
HSAT,HSAT,Atbara,Atbara,Atbara,Atbara,Судан,Судан
AGAT,AGAT,Atoifi,Atoifi,Atoifi,Atoifi,Соломоновы острова,Соломоновы острова
KATE,KATE,Antlers,Antlers,Antlers,Antlers,США,США
SEAM,SEAM,Chachoan,Chachoan,Ambato,Ambato,Эквадор,Эквадор
SPAY,SPAY,Attock,Attock,Attock,Attock,Пакистан,Пакистан
LGAV,LGAV,Eleftherios Venizelos,Eleftherios Venizelos,Athens,Athens,Греция,Греция
SUAG,SUAG,Artigas,Artigas,Artigas,Artigas,Уругвай,Уругвай
FMME,FMME,Antsirabe,Antsirabe,Antsirabe,Antsirabe,Мадагаскар,Мадагаскар
PATQ,PATQ,Atqasuk,Atqasuk,Atqasuk,Atqasuk,США,США
KATL,KATL,Hartsfield-jackson Atlanta International,Hartsfield-jackson Atlanta International,Atlanta, GA,Atlanta, GA,США,США
SBHT,SBHT,Altamira,Altamira,Altamira,Altamira,Бразилия,Бразилия
,,Namatanai,Namatanai,Namatanai,Namatanai,Папуа - Новая Гвинея,Папуа - Новая Гвинея
KUNI,KUNI,Ohio University,Ohio University,Athens,Athens,Греция,Греция
,,Airstrip,Airstrip,Aitape,Aitape,Папуа - Новая Гвинея,Папуа - Новая Гвинея
VIAR,VIAR,Raja Sansi,Raja Sansi,Amritsar,Amritsar,Индия,Индия
GQPA,GQPA,Mouakchott,Mouakchott,Atar,Atar,Мавритания,Мавритания
KATS,KATS,Artesia,Artesia,Artesia,Artesia,США,США
,,Atmautluak,Atmautluak,Atmautluak,Atmautluak,США,США
PAAT,PAAT,Casco Cove,Casco Cove,Attu Island,Attu Island,США,США
FTTI,FTTI,Ati,Ati,Ati,Ati,Чад,Чад
KATW,KATW,Outagamie County,Outagamie County,Appleton,Appleton,США,США
,,Atbasar,Atbasar,Atbasar,Atbasar,Казахстан,Казахстан
KATY,KATY,Watertown,Watertown,Watertown,Watertown,США,США
HEAT,HEAT,Assiut,Assiut,Assiut,Assiut,Египет,Египет
TNCA,TNCA,Reina Beatrix,Reina Beatrix,Aruba,Aruba,Аруба,Аруба
EDXY,EDXY,Itauba,Itauba,Itauba,Itauba,Бразилия,Бразилия
SKUC,SKUC,Arauca,Arauca,Arauca,Arauca,Колумбия,Колумбия
YAGD,YAGD,Augustus Downs,Augustus Downs,Augustus Downs,Augustus Downs,Австралия,Австралия
,,Abu Rudeis,Abu Rudeis,Abu Rudeis,Abu Rudeis,Египет,Египет
LFLA,LFLA,Auxerre Branches,Auxerre Branches,Auxerre,Auxerre,Франция,Франция
KAUG,KAUG,Augusta,Augusta,Augusta,Augusta,США,США
OMAA,OMAA,Abu Dhabi International,Abu Dhabi International,Abu Dhabi,Abu Dhabi,ОАЭ,ОАЭ
,,Aua Island,Aua Island,Aua Island,Aua Island,Папуа - Новая Гвинея,Папуа - Новая Гвинея
,,Ambunti,Ambunti,Ambunti,Ambunti,Папуа - Новая Гвинея,Папуа - Новая Гвинея
PAUK,PAUK,Alakanuk,Alakanuk,Alakanuk,Alakanuk,США,США
,,Aur Island,Aur Island,Aur Island,Aur Island,Маршалловы острова,Маршалловы острова
KAUM,KAUM,Austin,Austin,Austin,Austin,США,США
KAUN,KAUN,Auburn,Auburn,Auburn,Auburn,США,США
KAUO,KAUO,Auburn-Opelika,Auburn-Opelika,Auburn,Auburn,США,США
,,Agaun,Agaun,Agaun,Agaun,Папуа - Новая Гвинея,Папуа - Новая Гвинея
NTMN,NTMN,Atuona,Atuona,Atuona,Atuona,Франция,Франция
LFLW,LFLW,Aurillac,Aurillac,Aurillac,Aurillac,Франция,Франция
WPAT,WPAT,Atauro,Atauro,Atauro,Atauro,Индонезия,Индонезия
YAUR,YAUR,Aurukun Mission,Aurukun Mission,Aurukun Mission,Aurukun Mission,Австралия,Австралия
EDXY,EDXY,Aumo,Aumo,Aumo,Aumo,Папуа - Новая Гвинея,Папуа - Новая Гвинея
KAUW,KAUW,Municipal,Municipal,Wausau,Wausau,США,США
SWGN,SWGN,Araguaina,Araguaina,Araguaina,Araguaina,Бразилия,Бразилия
NVVA,NVVA,Aneityum,Aneityum,Aneityum,Aneityum,Вануату,Вануату
KARR,KARR,Municipal Airport,Municipal Airport,Aurora,Aurora,США,США
,,An Shun/Huang Guo Shu,An Shun/Huang Guo Shu,An Shun,An Shun,Китай,Китай
LIPA,LIPA,Aviano,Aviano,Aviano,Aviano,Италия,Италия
,,Avoriaz,Avoriaz,Avoriaz,Avoriaz,Франция,Франция
YAUV,YAUV,Auvergne,Auvergne,Auvergne,Auvergne,Австралия,Австралия
MUCA,MUCA,Maximo Gomez,Maximo Gomez,Ciego De Avila,Ciego De Avila,Куба,Куба
ZMAH,ZMAH,Arvaikheer,Arvaikheer,Arvaikheer,Arvaikheer,Монголия,Монголия
KAVL,KAVL,Asheville Regional Airport,Asheville Regional Airport,Fletcher,Fletcher,США,США
LFMV,LFMV,Avignon-Caum,Avignon-Caum,Avignon,Avignon,Франция,Франция
KAVO,KAVO,Municipal,Municipal,Avon Park,Avon Park,США,США
KAVP,KAVP,Wilkes-Barre/Scranton International Airport,Wilkes-Barre/Scranton International Airport,Wilkes-Barre/Scranton, PA,Wilkes-Barre/Scranton, PA,США,США
AGGJ,AGGJ,Avu Avu,Avu Avu,Avu Avu,Avu Avu,Соломоновы острова,Соломоновы острова
YMAV,YMAV,Avalon,Avalon,Geelong,Geelong,Австралия,Австралия
KAVQ,KAVQ,Avra Valley,Avra Valley,Tucson,Tucson,США,США
KAVX,KAVX,Avalon Bay,Avalon Bay,Catalina Island,Catalina Island,США,США
HALA,HALA,Awassa,Awassa,Awassa,Awassa,Эфиопия,Эфиопия
,,Awaba,Awaba,Awaba,Awaba,Папуа - Новая Гвинея,Папуа - Новая Гвинея
NVVB,NVVB,Aniwa,Aniwa,Aniwa,Aniwa,Вануату,Вануату
,,Alowe,Alowe,Alowe,Alowe,Габон,Габон
HAAW,HAAW,Awareh,Awareh,Awareh,Awareh,Эфиопия,Эфиопия
PWAK,PWAK,Wake Island,Wake Island,Wake Island,Wake Island,США,США
KAWM,KAWM,Municipal,Municipal,West Memphis,West Memphis,США,США
YADS,YADS,Alton Downs,Alton Downs,Alton Downs,Alton Downs,Австралия,Австралия
YAUS,YAUS,Austral Downs,Austral Downs,Austral Downs,Austral Downs,Австралия,Австралия
,,Awar,Awar,Awar,Awar,Папуа - Новая Гвинея,Папуа - Новая Гвинея
OIAW,OIAW,Ahwaz,Ahwaz,Ahwaz,Ahwaz,Иран,Иран
TQPF,TQPF,Wallblake,Wallblake,Anguilla,Anguilla,Великобритания,Великобритания
KAXB,KAXB,Alexandria Bay,Alexandria Bay,Alexandria Bay,Alexandria Bay,США,США
YAMC,YAMC,Aramac,Aramac,Aramac,Aramac,Австралия,Австралия
LGAL,LGAL,Dimokritos,Dimokritos,Alexandroupolis,Alexandroupolis,Греция,Греция
KBAX,KBAX,Xanxere,Xanxere,Xanxere,Xanxere,Бразилия,Бразилия
KAXA,KAXA,Algona,Algona,Algona,Algona,США,США
OYAT,OYAT,Ataq,Ataq,Ataq,Ataq,Йемен,Йемен
YALX,YALX,Alexandria,Alexandria,Alexandria,Alexandria,Австралия,Австралия
SKAR,SKAR,El Eden,El Eden,Armenia,Armenia,Колумбия,Колумбия
KAXN,KAXN,Alexandria,Alexandria,Alexandria,Alexandria,США,США
MYAP,MYAP,Springpoint Arpt,Springpoint Arpt,Spring Point,Spring Point,Великобритания,Великобритания
NTGU,NTGU,Arutua,Arutua,Arutua,Arutua,Франция,Франция
KAXS,KAXS,Municipal,Municipal,Altus,Altus,США,США
RJSK,RJSK,Akita,Akita,Akita,Akita,Япония,Япония
HAAX,HAAX,Axum,Axum,Axum,Axum,Эфиопия,Эфиопия
KAXV,KAXV,Neil Armstrong,Neil Armstrong,Wapakoneta,Wapakoneta,США,США
KAXX,KAXX,Angel Fire,Angel Fire,Angel Fire,Angel Fire,США,США
,,Ayapel,Ayapel,Ayapel,Ayapel,Колумбия,Колумбия
,,Ayacucho,Ayacucho,Ayacucho,Ayacucho,Перу,Перу
,,Alroy Downs,Alroy Downs,Alroy Downs,Alroy Downs,Австралия,Австралия
MTPP,MTPP,AAF Heliport,AAF Heliport,Fort Devens,Fort Devens,Гаити,Гаити
SKYA,SKYA,Yaguara,Yaguara,Yaguara,Yaguara,Колумбия,Колумбия
,,RAF Station,RAF Station,Alconbury,Alconbury,Великобритания,Великобритания
,,Yari,Yari,Yari,Yari,Колумбия,Колумбия
UAUR,UAUR,Arkalyk,Arkalyk,Arkalyk,Arkalyk,Казахстан,Казахстан
YANL,YANL,Anthony Lagoon,Anthony Lagoon,Anthony Lagoon,Anthony Lagoon,Австралия,Австралия
ZHAY,ZHAY,Anyang,Anyang,Anyang,Anyang,Китай,Китай
MTPP,MTPP,Ayolas,Ayolas,Ayolas,Ayolas,Уганда,Уганда
SPHO,SPHO,Yanamilla,Yanamilla,Ayacucho,Ayacucho,Перу,Перу
YAYE,YAYE,Connellan,Connellan,Ayers Rock,Ayers Rock,Австралия,Австралия
YAYR,YAYR,Ayr,Ayr,Ayr,Ayr,Австралия,Австралия
KAYS,KAYS,Ware County,Ware County,Waycross,Waycross,США,США
LTAI,LTAI,Antalya,Antalya,Antalya,Antalya,Турция,Турция
,,Aiyura,Aiyura,Aiyura,Aiyura,Папуа - Новая Гвинея,Папуа - Новая Гвинея
WRTA,WRTA,Ayawasi,Ayawasi,Ayawasi,Ayawasi,Индонезия,Индонезия
WRTA,WRTA,Zahns,Zahns,Amityville,Amityville,США,США
,,Amazon Bay,Amazon Bay,Amazon Bay,Amazon Bay,Папуа - Новая Гвинея,Папуа - Новая Гвинея
OIYY,OIYY,Yazd,Yazd,Yazd,Yazd,Иран,Иран
MMAG,MMAG,Apatzingan,Apatzingan,Apatzingan,Apatzingan,Мексика,Мексика
OMAD,OMAD,Bateen,Bateen,Abu Dhabi,Abu Dhabi,ОАЭ,ОАЭ
UTKA,UTKA,Andizhan,Andizhan,Andizhan,Andizhan,Узбекистан,Узбекистан
KAZO,KAZO,Kalamazoo/Battle Creek Intl,Kalamazoo/Battle Creek Intl,Kalamazoo,Kalamazoo,США,США
HHSB,HHSB,Atizapan,Atizapan,Mexico City,Mexico City,Мексика,Мексика
DAUA,DAUA,Adrar,Adrar,Adrar,Adrar,Алжир,Алжир
,,Zapatoca,Zapatoca,Zapatoca,Zapatoca,Колумбия,Колумбия
FNAM,FNAM,Ambriz,Ambriz,Ambriz,Ambriz,Ангола,Ангола
,,Bialla,Bialla,Bialla,Bialla,Папуа - Новая Гвинея,Папуа - Новая Гвинея
KBAB,KBAB,Beale AFB,Beale AFB,Marysville,Marysville,США,США
,,Barranca De Upia,Barranca De Upia,Barranca De Upia,Barranca De Upia,Колумбия,Колумбия
KBAD,KBAD,Barksdale AFB,Barksdale AFB,Shreveport,Shreveport,США,США
LFMR,LFMR,Barcelonnette,Barcelonnette,Barcelonnette,Barcelonnette,Франция,Франция
KBAF,KBAF,Barnes,Barnes,Westfield,Westfield,США,США
RPUB,RPUB,Loakan,Loakan,Baguio,Baguio,Филиппины,Филиппины
OBBI,OBBI,Bahrain International,Bahrain International,Manama,Manama,Бахрейн,Бахрейн
MRBA,MRBA,Buenos Aires,Buenos Aires,Buenos Aires,Buenos Aires,Коста-Рика,Коста-Рика
,,Bali,Bali,Bali,Bali,Папуа - Новая Гвинея,Папуа - Новая Гвинея
LTCJ,LTCJ,Batman,Batman,Batman,Batman,Турция,Турция
KBAM,KBAM,Lander County,Lander County,Battle Mountain,Battle Mountain,США,США
FZVR,FZVR,Basongo,Basongo,Basongo,Basongo,ДР Конго,ДР Конго
VTED,VTED,Udorn,Udorn,Ban Mak Khaen,Ban Mak Khaen,Таиланд,Таиланд
,,Baibara,Baibara,Baibara,Baibara,Папуа - Новая Гвинея,Папуа - Новая Гвинея
SKBQ,SKBQ,E Cortissoz,E Cortissoz,Barranquilla,Barranquilla,Колумбия,Колумбия
,,Baker Aaf,Baker Aaf,Baker Island,Baker Island,США,США
AGGE,AGGE,Balalae,Balalae,Balalae,Balalae,Соломоновы острова,Соломоновы острова
SBBT,SBBT,Airport Chafei Amsei,Airport Chafei Amsei,Barretos,Barretos,Бразилия,Бразилия
SBBU,SBBU,Bauru,Bauru,Bauru,Bauru,Бразилия,Бразилия
ZBOW,ZBOW,Baotou,Baotou,Baotou,Baotou,Китай,Китай
,,Biawonque,Biawonque,Biawonque,Biawonque,Габон,Габон
UNBB,UNBB,Barnaul,Barnaul,Barnaul,Barnaul,Россия,Россия
LRBM,LRBM,Baia Mare,Baia Mare,Baia Mare,Baia Mare,Румыния,Румыния
SWBC,SWBC,Barbelos,Barbelos,Barbelos,Barbelos,Бразилия,Бразилия
SCBA,SCBA,Teniente Vidal,Teniente Vidal,Balmaceda,Balmaceda,Чили,Чили
KBBB,KBBB,Municipal,Municipal,Benson,Benson,США,США
KBYY,KBYY,Bay City,Bay City,Bay City,Bay City,США,США
KBBD,KBBD,Curtis Field,Curtis Field,Brady,Brady,США,США
,,Big Bell,Big Bell,Big Bell,Big Bell,Австралия,Австралия
KHBG,KHBG,Burlington,Burlington,Burlington,Burlington,США,США
NGTU,NGTU,Butaritari,Butaritari,Butaritari,Butaritari,Кирибати,Кирибати
EDBH,EDBH,Barth,Barth,Barth,Barth,Германия,Германия
VEBS,VEBS,Bhubaneswar,Bhubaneswar,Bhubaneswar,Bhubaneswar,Индия,Индия
EDRB,EDRB,Bitburg Air Base,Bitburg Air Base,Bitburg,Bitburg,Германия,Германия
FBKE,FBKE,Kasane,Kasane,Kasane,Kasane,Ботсвана,Ботсвана
OINB,OINB,Babolsar,Babolsar,Babolsar,Babolsar,Иран,Иран
VDBG,VDBG,Battambang,Battambang,Battambang,Battambang,Камбоджа,Камбоджа
WBGZ,WBGZ,Bario,Bario,Bario,Bario,Малайзия,Малайзия
HCMI,HCMI,Berbera,Berbera,Berbera,Berbera,Эфиопия,Эфиопия
EGHJ,EGHJ,Bembridge,Bembridge,Bembridge,Bembridge,Великобритания,Великобритания
